seed: 42, epochs: 1000, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, num_clients: 100, batch_size: 32, learning_rate: 0.01, model: simplecnn, dataset: MNIST, distribution: iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.5, cache_partition: False, gpu_idx: [1], num_workers: 0, record_time: False, num_adv: 40, attack: DMRCA, defense: Median, attack_params: None, defense_params: None, benchmark: False, num_training_sample: 60000, num_channels: 1, num_classes: 10, mean: (0.1307,), std: (0.3081,), device: cuda:1, output: ./logs/FedSGD/MNIST_simplecnn/iid/MNIST_simplecnn_iid_DMRCA_Median_1000_100_0.01_FedSGD.txt

Started on Sat Dec 20 19:34:32 2025
Generating new indices
Doing iid partition
iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  		Train Acc: 0.1191	Train loss: 0.0720	Cos: nan	Test Acc: 0.1528	Test loss: 0.0719
Epoch 39 		Train Acc: 0.8500	Train loss: 0.0169	Cos: 0.926	Test Acc: 0.8606	Test loss: 0.0160
Epoch 40 		Train Acc: 0.8472	Train loss: 0.0165	Cos: 0.924	Test Acc: 0.8626	Test loss: 0.0160
Epoch 41 		Train Acc: 0.8553	Train loss: 0.0166	Cos: 0.932	Test Acc: 0.8639	Test loss: 0.0165
Epoch 42 		Train Acc: 0.8431	Train loss: 0.0175	Cos: 0.857	Test Acc: 0.8256	Test loss: 0.0181
Epoch 43 		Train Acc: 0.8244	Train loss: 0.0182	Cos: 0.798	Test Acc: 0.8578	Test loss: 0.0170
Epoch 44 		Train Acc: 0.8444	Train loss: 0.0176	Cos: 0.881	Test Acc: 0.8243	Test loss: 0.0188
Epoch 45 		Train Acc: 0.8334	Train loss: 0.0183	Cos: 0.760	Test Acc: 0.7750	Test loss: 0.0280
Epoch 46 		Train Acc: 0.7675	Train loss: 0.0290	Cos: 0.637	Test Acc: 0.5944	Test loss: 0.0442
Epoch 47 		Train Acc: 0.5941	Train loss: 0.0443	Cos: 0.271	Test Acc: 0.4687	Test loss: 0.0871
Epoch 48 		Train Acc: 0.4678	Train loss: 0.0821	Cos: 0.284	Test Acc: 0.1881	Test loss: 0.2404
Epoch 49 		Train Acc: 0.1816	Train loss: 0.2396	Cos: 0.051	Test Acc: 0.2535	Test loss: 0.3934
Epoch 50 		Train Acc: 0.2478	Train loss: 0.3808	Cos: 0.729	Test Acc: 0.2358	Test loss: 0.3710
Epoch 51 		Train Acc: 0.2369	Train loss: 0.3574	Cos: 0.777	Test Acc: 0.2685	Test loss: 0.3891
Epoch 52 		Train Acc: 0.2628	Train loss: 0.3727	Cos: 0.902	Test Acc: 0.3073	Test loss: 0.1720
Epoch 53 		Train Acc: 0.3116	Train loss: 0.1692	Cos: 0.978	Test Acc: 0.3065	Test loss: 0.0798
Epoch 54 		Train Acc: 0.3166	Train loss: 0.0787	Cos: 0.998	Test Acc: 0.2247	Test loss: 0.0691
Epoch 55 		Train Acc: 0.2097	Train loss: 0.0694	Cos: 0.999	Test Acc: 0.1965	Test loss: 0.0686
Epoch 56 		Train Acc: 0.1884	Train loss: 0.0938	Cos: 0.999	Test Acc: 0.1977	Test loss: 0.0697
Epoch 57 		Train Acc: 0.2037	Train loss: 0.0695	Cos: 0.999	Test Acc: 0.1988	Test loss: 0.0704
Epoch 58 		Train Acc: 0.1947	Train loss: 0.0702	Cos: 0.999	Test Acc: 0.1991	Test loss: 0.0708
Epoch 59 		Train Acc: 0.1881	Train loss: 0.0708	Cos: 1.000	Test Acc: 0.1996	Test loss: 0.0710
Epoch 60 		Train Acc: 0.2066	Train loss: 0.0708	Cos: 1.000	Test Acc: 0.1985	Test loss: 0.0712
Epoch 61 		Train Acc: 0.2103	Train loss: 0.0710	Cos: 1.000	Test Acc: 0.1975	Test loss: 0.0713
Epoch 62 		Train Acc: 0.2022	Train loss: 0.0711	Cos: 1.000	Test Acc: 0.1955	Test loss: 0.0714
Epoch 63 		Train Acc: 0.2000	Train loss: 0.0712	Cos: 1.000	Test Acc: 0.1932	Test loss: 0.0715
Epoch 64 		Train Acc: 0.1894	Train loss: 0.0714	Cos: 1.000	Test Acc: 0.1910	Test loss: 0.0715
Epoch 65 		Train Acc: 0.2009	Train loss: 0.0713	Cos: 1.000	Test Acc: 0.1860	Test loss: 0.0716
Epoch 66 		Train Acc: 0.1872	Train loss: 0.0715	Cos: 1.000	Test Acc: 0.1803	Test loss: 0.0716
Epoch 67 		Train Acc: 0.1878	Train loss: 0.0714	Cos: 1.000	Test Acc: 0.1749	Test loss: 0.0716
Epoch 68 		Train Acc: 0.1628	Train loss: 0.0715	Cos: 1.000	Test Acc: 0.1722	Test loss: 0.0715
Epoch 69 		Train Acc: 0.1756	Train loss: 0.0714	Cos: 1.000	Test Acc: 0.1735	Test loss: 0.0715
Epoch 70 		Train Acc: 0.1850	Train loss: 0.0712	Cos: 1.000	Test Acc: 0.1758	Test loss: 0.0714
Epoch 71 		Train Acc: 0.1756	Train loss: 0.0713	Cos: 1.000	Test Acc: 0.1790	Test loss: 0.0713
Epoch 72 		Train Acc: 0.1719	Train loss: 0.0712	Cos: 1.000	Test Acc: 0.1826	Test loss: 0.0712
Epoch 73 		Train Acc: 0.1691	Train loss: 0.0712	Cos: 0.999	Test Acc: 0.1881	Test loss: 0.0711
Epoch 74 		Train Acc: 0.1844	Train loss: 0.0710	Cos: 0.999	Test Acc: 0.1916	Test loss: 0.0709
Epoch 75 		Train Acc: 0.1867	Train loss: 0.0967	Cos: 0.999	Test Acc: 0.1949	Test loss: 0.0707
Epoch 76 		Train Acc: 0.1972	Train loss: 0.0705	Cos: 0.999	Test Acc: 0.1973	Test loss: 0.0704
Epoch 77 		Train Acc: 0.1844	Train loss: 0.0704	Cos: 0.998	Test Acc: 0.1983	Test loss: 0.0701
Epoch 78 		Train Acc: 0.2003	Train loss: 0.0699	Cos: 0.998	Test Acc: 0.1989	Test loss: 0.0698
Epoch 79 		Train Acc: 0.2003	Train loss: 0.0697	Cos: 0.997	Test Acc: 0.1993	Test loss: 0.0694
Epoch 80 		Train Acc: 0.2066	Train loss: 0.0692	Cos: 0.997	Test Acc: 0.2002	Test loss: 0.0690
Epoch 81 		Train Acc: 0.2016	Train loss: 0.0690	Cos: 0.996	Test Acc: 0.2016	Test loss: 0.0685
Epoch 82 		Train Acc: 0.1891	Train loss: 0.0686	Cos: 0.996	Test Acc: 0.2057	Test loss: 0.0680
Epoch 83 		Train Acc: 0.2066	Train loss: 0.0678	Cos: 0.995	Test Acc: 0.2122	Test loss: 0.0674
Epoch 84 		Train Acc: 0.2147	Train loss: 0.0674	Cos: 0.994	Test Acc: 0.2215	Test loss: 0.0668
Epoch 85 		Train Acc: 0.2288	Train loss: 0.0665	Cos: 0.994	Test Acc: 0.2316	Test loss: 0.0661
Epoch 86 		Train Acc: 0.2303	Train loss: 0.0661	Cos: 0.993	Test Acc: 0.2419	Test loss: 0.0653
Epoch 87 		Train Acc: 0.2500	Train loss: 0.0654	Cos: 0.994	Test Acc: 0.2501	Test loss: 0.0644
Epoch 88 		Train Acc: 0.2453	Train loss: 0.0645	Cos: 0.994	Test Acc: 0.2564	Test loss: 0.0635
Epoch 89 		Train Acc: 0.2641	Train loss: 0.0632	Cos: 0.994	Test Acc: 0.2611	Test loss: 0.0624
Epoch 90 		Train Acc: 0.2544	Train loss: 0.0626	Cos: 0.995	Test Acc: 0.2665	Test loss: 0.0614
Epoch 91 		Train Acc: 0.2600	Train loss: 0.0614	Cos: 0.995	Test Acc: 0.2725	Test loss: 0.0604
Epoch 92 		Train Acc: 0.2775	Train loss: 0.0603	Cos: 0.994	Test Acc: 0.2811	Test loss: 0.0593
Epoch 93 		Train Acc: 0.2719	Train loss: 0.0599	Cos: 0.992	Test Acc: 0.2941	Test loss: 0.0582
Epoch 94 		Train Acc: 0.2860	Train loss: 0.0799	Cos: 0.992	Test Acc: 0.3241	Test loss: 0.0569
Epoch 95 		Train Acc: 0.3269	Train loss: 0.0568	Cos: 0.994	Test Acc: 0.3736	Test loss: 0.0555
Epoch 96 		Train Acc: 0.3778	Train loss: 0.0551	Cos: 0.995	Test Acc: 0.4225	Test loss: 0.0540
Epoch 97 		Train Acc: 0.4084	Train loss: 0.0548	Cos: 0.995	Test Acc: 0.4730	Test loss: 0.0525
Epoch 98 		Train Acc: 0.4612	Train loss: 0.0532	Cos: 0.994	Test Acc: 0.5261	Test loss: 0.0508
Epoch 99 		Train Acc: 0.5075	Train loss: 0.0514	Cos: 0.994	Test Acc: 0.5793	Test loss: 0.0489
Epoch 100		Train Acc: 0.5725	Train loss: 0.0491	Cos: 0.993	Test Acc: 0.6315	Test loss: 0.0466
Epoch 101		Train Acc: 0.6200	Train loss: 0.0469	Cos: 0.992	Test Acc: 0.6816	Test loss: 0.0440
Epoch 102		Train Acc: 0.6684	Train loss: 0.0445	Cos: 0.995	Test Acc: 0.7257	Test loss: 0.0411
Epoch 103		Train Acc: 0.7172	Train loss: 0.0411	Cos: 0.996	Test Acc: 0.7498	Test loss: 0.0380
Epoch 104		Train Acc: 0.7344	Train loss: 0.0388	Cos: 0.994	Test Acc: 0.7711	Test loss: 0.0348
Epoch 105		Train Acc: 0.7666	Train loss: 0.0351	Cos: 0.993	Test Acc: 0.7902	Test loss: 0.0314
Epoch 106		Train Acc: 0.7756	Train loss: 0.0321	Cos: 0.992	Test Acc: 0.8126	Test loss: 0.0279
Epoch 107		Train Acc: 0.7853	Train loss: 0.0294	Cos: 0.994	Test Acc: 0.8332	Test loss: 0.0246
Epoch 108		Train Acc: 0.8197	Train loss: 0.0248	Cos: 0.996	Test Acc: 0.8406	Test loss: 0.0220
Epoch 109		Train Acc: 0.8331	Train loss: 0.0221	Cos: 0.994	Test Acc: 0.8423	Test loss: 0.0200
Epoch 110		Train Acc: 0.8303	Train loss: 0.0209	Cos: 0.991	Test Acc: 0.8434	Test loss: 0.0184
Epoch 111		Train Acc: 0.8191	Train loss: 0.0201	Cos: 0.991	Test Acc: 0.8466	Test loss: 0.0171
Epoch 112		Train Acc: 0.8334	Train loss: 0.0178	Cos: 0.989	Test Acc: 0.8523	Test loss: 0.0160
Epoch 113		Train Acc: 0.8398	Train loss: 0.0232	Cos: 0.987	Test Acc: 0.8611	Test loss: 0.0148
Epoch 114		Train Acc: 0.8422	Train loss: 0.0162	Cos: 0.985	Test Acc: 0.8676	Test loss: 0.0138
Epoch 115		Train Acc: 0.8497	Train loss: 0.0148	Cos: 0.989	Test Acc: 0.8742	Test loss: 0.0132
Epoch 116		Train Acc: 0.8612	Train loss: 0.0138	Cos: 0.986	Test Acc: 0.8798	Test loss: 0.0126
Epoch 117		Train Acc: 0.8716	Train loss: 0.0141	Cos: 0.992	Test Acc: 0.8824	Test loss: 0.0123
Epoch 118		Train Acc: 0.8819	Train loss: 0.0119	Cos: 0.991	Test Acc: 0.8864	Test loss: 0.0122
Epoch 119		Train Acc: 0.8722	Train loss: 0.0138	Cos: 0.987	Test Acc: 0.8916	Test loss: 0.0119
Epoch 120		Train Acc: 0.8922	Train loss: 0.0112	Cos: 0.991	Test Acc: 0.8915	Test loss: 0.0120
Epoch 121		Train Acc: 0.8866	Train loss: 0.0117	Cos: 0.981	Test Acc: 0.8937	Test loss: 0.0119
Epoch 122		Train Acc: 0.8762	Train loss: 0.0134	Cos: 0.989	Test Acc: 0.8938	Test loss: 0.0120
Epoch 123		Train Acc: 0.8762	Train loss: 0.0139	Cos: 0.983	Test Acc: 0.8947	Test loss: 0.0121
Epoch 124		Train Acc: 0.8947	Train loss: 0.0120	Cos: 0.982	Test Acc: 0.8984	Test loss: 0.0120
Epoch 125		Train Acc: 0.8900	Train loss: 0.0119	Cos: 0.988	Test Acc: 0.8997	Test loss: 0.0122
Epoch 126		Train Acc: 0.8922	Train loss: 0.0129	Cos: 0.986	Test Acc: 0.9031	Test loss: 0.0119
Epoch 127		Train Acc: 0.8950	Train loss: 0.0118	Cos: 0.984	Test Acc: 0.9059	Test loss: 0.0117
Epoch 128		Train Acc: 0.8962	Train loss: 0.0119	Cos: 0.984	Test Acc: 0.9056	Test loss: 0.0117
Epoch 129		Train Acc: 0.8991	Train loss: 0.0126	Cos: 0.981	Test Acc: 0.9111	Test loss: 0.0113
Epoch 130		Train Acc: 0.9100	Train loss: 0.0119	Cos: 0.981	Test Acc: 0.9137	Test loss: 0.0113
Epoch 131		Train Acc: 0.9084	Train loss: 0.0118	Cos: 0.986	Test Acc: 0.9150	Test loss: 0.0114
Epoch 132		Train Acc: 0.9073	Train loss: 0.0169	Cos: 0.974	Test Acc: 0.9171	Test loss: 0.0115
Epoch 133		Train Acc: 0.9100	Train loss: 0.0124	Cos: 0.978	Test Acc: 0.9149	Test loss: 0.0116
Epoch 134		Train Acc: 0.9062	Train loss: 0.0130	Cos: 0.977	Test Acc: 0.9138	Test loss: 0.0120
Epoch 135		Train Acc: 0.9050	Train loss: 0.0125	Cos: 0.959	Test Acc: 0.9154	Test loss: 0.0117
Epoch 136		Train Acc: 0.9181	Train loss: 0.0112	Cos: 0.980	Test Acc: 0.9089	Test loss: 0.0129
Epoch 137		Train Acc: 0.9025	Train loss: 0.0146	Cos: 0.965	Test Acc: 0.9130	Test loss: 0.0136
Epoch 138		Train Acc: 0.9009	Train loss: 0.0159	Cos: 0.935	Test Acc: 0.9206	Test loss: 0.0119
Epoch 139		Train Acc: 0.9106	Train loss: 0.0130	Cos: 0.984	Test Acc: 0.9101	Test loss: 0.0135
Epoch 140		Train Acc: 0.9000	Train loss: 0.0156	Cos: 0.963	Test Acc: 0.9147	Test loss: 0.0134
Epoch 141		Train Acc: 0.9147	Train loss: 0.0129	Cos: 0.964	Test Acc: 0.9169	Test loss: 0.0136
Epoch 142		Train Acc: 0.9041	Train loss: 0.0150	Cos: 0.967	Test Acc: 0.8972	Test loss: 0.0158
Epoch 143		Train Acc: 0.8847	Train loss: 0.0190	Cos: 0.926	Test Acc: 0.9062	Test loss: 0.0158
Epoch 144		Train Acc: 0.8959	Train loss: 0.0180	Cos: 0.927	Test Acc: 0.9134	Test loss: 0.0153
Epoch 145		Train Acc: 0.9038	Train loss: 0.0173	Cos: 0.959	Test Acc: 0.9088	Test loss: 0.0162
Epoch 146		Train Acc: 0.9062	Train loss: 0.0175	Cos: 0.954	Test Acc: 0.8770	Test loss: 0.0223
Epoch 147		Train Acc: 0.8666	Train loss: 0.0236	Cos: 0.833	Test Acc: 0.8271	Test loss: 0.0474
Epoch 148		Train Acc: 0.8241	Train loss: 0.0458	Cos: 0.617	Test Acc: 0.8055	Test loss: 0.0601
Epoch 149		Train Acc: 0.8100	Train loss: 0.0560	Cos: 0.564	Test Acc: 0.8284	Test loss: 0.0739
Epoch 150		Train Acc: 0.8050	Train loss: 0.0798	Cos: 0.698	Test Acc: 0.7105	Test loss: 0.0757
Epoch 151		Train Acc: 0.7045	Train loss: 0.1053	Cos: 0.609	Test Acc: 0.4518	Test loss: 0.3201
Epoch 152		Train Acc: 0.4172	Train loss: 0.3373	Cos: 0.107	Test Acc: 0.5386	Test loss: 0.9981
Epoch 153		Train Acc: 0.5312	Train loss: 1.0161	Cos: 0.743	Test Acc: 0.4845	Test loss: 1.1007
Epoch 154		Train Acc: 0.4884	Train loss: 1.0670	Cos: 0.820	Test Acc: 0.5725	Test loss: 0.3875
Epoch 155		Train Acc: 0.5656	Train loss: 0.3891	Cos: 0.971	Test Acc: 0.4372	Test loss: 0.1080
Epoch 156		Train Acc: 0.4244	Train loss: 0.1095	Cos: 0.994	Test Acc: 0.4023	Test loss: 0.0614
Epoch 157		Train Acc: 0.3969	Train loss: 0.0620	Cos: 0.999	Test Acc: 0.2689	Test loss: 0.0696
Epoch 158		Train Acc: 0.2684	Train loss: 0.0695	Cos: 0.996	Test Acc: 0.1625	Test loss: 0.0727
Epoch 159		Train Acc: 0.1663	Train loss: 0.0725	Cos: 0.997	Test Acc: 0.1300	Test loss: 0.0734
Epoch 160		Train Acc: 0.1166	Train loss: 0.0732	Cos: 0.999	Test Acc: 0.0963	Test loss: 0.0736
Epoch 161		Train Acc: 0.0916	Train loss: 0.0738	Cos: 0.999	Test Acc: 0.0688	Test loss: 0.0735
Epoch 162		Train Acc: 0.0675	Train loss: 0.0734	Cos: 0.999	Test Acc: 0.0624	Test loss: 0.0734
Epoch 163		Train Acc: 0.0612	Train loss: 0.0732	Cos: 0.999	Test Acc: 0.0789	Test loss: 0.0732
Epoch 164		Train Acc: 0.0762	Train loss: 0.0734	Cos: 0.999	Test Acc: 0.1016	Test loss: 0.0729
Epoch 165		Train Acc: 0.0975	Train loss: 0.0728	Cos: 0.999	Test Acc: 0.1110	Test loss: 0.0726
Epoch 166		Train Acc: 0.1119	Train loss: 0.0725	Cos: 1.000	Test Acc: 0.1146	Test loss: 0.0724
Epoch 167		Train Acc: 0.1222	Train loss: 0.0722	Cos: 1.000	Test Acc: 0.1245	Test loss: 0.0721
Epoch 168		Train Acc: 0.1356	Train loss: 0.0719	Cos: 1.000	Test Acc: 0.1362	Test loss: 0.0717
Epoch 169		Train Acc: 0.1322	Train loss: 0.0718	Cos: 1.000	Test Acc: 0.1609	Test loss: 0.0714
Epoch 170		Train Acc: 0.1503	Train loss: 0.0975	Cos: 1.000	Test Acc: 0.2049	Test loss: 0.0710
Epoch 171		Train Acc: 0.1913	Train loss: 0.0711	Cos: 1.000	Test Acc: 0.2572	Test loss: 0.0706
Epoch 172		Train Acc: 0.2566	Train loss: 0.0705	Cos: 0.999	Test Acc: 0.3025	Test loss: 0.0702
Epoch 173		Train Acc: 0.2963	Train loss: 0.0701	Cos: 0.999	Test Acc: 0.3222	Test loss: 0.0696
Epoch 174		Train Acc: 0.3284	Train loss: 0.0695	Cos: 0.999	Test Acc: 0.3364	Test loss: 0.0690
Epoch 175		Train Acc: 0.3337	Train loss: 0.0689	Cos: 0.999	Test Acc: 0.3649	Test loss: 0.0682
Epoch 176		Train Acc: 0.3631	Train loss: 0.0683	Cos: 0.998	Test Acc: 0.3984	Test loss: 0.0671
Epoch 177		Train Acc: 0.4000	Train loss: 0.0671	Cos: 0.998	Test Acc: 0.4333	Test loss: 0.0657
Epoch 178		Train Acc: 0.4147	Train loss: 0.0658	Cos: 0.997	Test Acc: 0.4579	Test loss: 0.0640
Epoch 179		Train Acc: 0.4572	Train loss: 0.0642	Cos: 0.995	Test Acc: 0.4595	Test loss: 0.0619
Epoch 180		Train Acc: 0.4547	Train loss: 0.0619	Cos: 0.994	Test Acc: 0.4525	Test loss: 0.0594
Epoch 181		Train Acc: 0.4316	Train loss: 0.0606	Cos: 0.994	Test Acc: 0.4492	Test loss: 0.0572
Epoch 182		Train Acc: 0.4462	Train loss: 0.0577	Cos: 0.988	Test Acc: 0.4782	Test loss: 0.0547
Epoch 183		Train Acc: 0.4581	Train loss: 0.0554	Cos: 0.990	Test Acc: 0.5163	Test loss: 0.0522
Epoch 184		Train Acc: 0.5097	Train loss: 0.0528	Cos: 0.988	Test Acc: 0.5639	Test loss: 0.0493
Epoch 185		Train Acc: 0.5353	Train loss: 0.0509	Cos: 0.986	Test Acc: 0.5924	Test loss: 0.0461
Epoch 186		Train Acc: 0.5753	Train loss: 0.0465	Cos: 0.990	Test Acc: 0.6055	Test loss: 0.0433
Epoch 187		Train Acc: 0.5894	Train loss: 0.0449	Cos: 0.991	Test Acc: 0.6077	Test loss: 0.0412
Epoch 188		Train Acc: 0.5944	Train loss: 0.0421	Cos: 0.985	Test Acc: 0.6177	Test loss: 0.0393
Epoch 189		Train Acc: 0.5998	Train loss: 0.0550	Cos: 0.988	Test Acc: 0.6385	Test loss: 0.0374
Epoch 190		Train Acc: 0.6419	Train loss: 0.0379	Cos: 0.989	Test Acc: 0.6595	Test loss: 0.0355
Epoch 191		Train Acc: 0.6475	Train loss: 0.0369	Cos: 0.987	Test Acc: 0.6719	Test loss: 0.0337
Epoch 192		Train Acc: 0.6591	Train loss: 0.0355	Cos: 0.989	Test Acc: 0.6815	Test loss: 0.0322
Epoch 193		Train Acc: 0.6631	Train loss: 0.0342	Cos: 0.988	Test Acc: 0.6890	Test loss: 0.0308
Epoch 194		Train Acc: 0.6816	Train loss: 0.0319	Cos: 0.986	Test Acc: 0.7071	Test loss: 0.0292
Epoch 195		Train Acc: 0.7034	Train loss: 0.0301	Cos: 0.989	Test Acc: 0.7329	Test loss: 0.0274
Epoch 196		Train Acc: 0.7322	Train loss: 0.0282	Cos: 0.986	Test Acc: 0.7534	Test loss: 0.0256
Epoch 197		Train Acc: 0.7441	Train loss: 0.0272	Cos: 0.990	Test Acc: 0.7623	Test loss: 0.0244
Epoch 198		Train Acc: 0.7466	Train loss: 0.0262	Cos: 0.988	Test Acc: 0.7714	Test loss: 0.0233
Epoch 199		Train Acc: 0.7650	Train loss: 0.0241	Cos: 0.987	Test Acc: 0.7848	Test loss: 0.0221
Epoch 200		Train Acc: 0.7712	Train loss: 0.0233	Cos: 0.992	Test Acc: 0.7983	Test loss: 0.0212
Epoch 201		Train Acc: 0.7850	Train loss: 0.0230	Cos: 0.991	Test Acc: 0.8025	Test loss: 0.0209
Epoch 202		Train Acc: 0.7941	Train loss: 0.0216	Cos: 0.991	Test Acc: 0.8043	Test loss: 0.0208
Epoch 203		Train Acc: 0.7803	Train loss: 0.0228	Cos: 0.984	Test Acc: 0.8101	Test loss: 0.0205
Epoch 204		Train Acc: 0.7825	Train loss: 0.0231	Cos: 0.987	Test Acc: 0.8102	Test loss: 0.0203
Epoch 205		Train Acc: 0.7922	Train loss: 0.0218	Cos: 0.989	Test Acc: 0.8103	Test loss: 0.0202
Epoch 206		Train Acc: 0.8072	Train loss: 0.0209	Cos: 0.989	Test Acc: 0.8119	Test loss: 0.0201
Epoch 207		Train Acc: 0.7975	Train loss: 0.0215	Cos: 0.984	Test Acc: 0.8211	Test loss: 0.0196
Epoch 208		Train Acc: 0.8066	Train loss: 0.0304	Cos: 0.983	Test Acc: 0.8310	Test loss: 0.0191
