seed: 42, epochs: 1000, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, num_clients: 100, batch_size: 32, learning_rate: 0.01, model: simplecnn, dataset: MNIST, distribution: iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.5, cache_partition: False, gpu_idx: [1], num_workers: 0, record_time: False, num_adv: 40, attack: DMRCA, defense: MeanNorm, attack_params: None, defense_params: None, benchmark: False, num_training_sample: 60000, num_channels: 1, num_classes: 10, mean: (0.1307,), std: (0.3081,), device: cuda:1, output: ./logs/FedSGD/MNIST_simplecnn/iid/MNIST_simplecnn_iid_DMRCA_MeanNorm_1000_100_0.01_FedSGD.txt

Started on Sat Dec 20 10:38:36 2025
Generating new indices
Doing iid partition
iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  		Train Acc: 0.1191	Train loss: 0.0720	Cos: nan	Test Acc: 0.1515	Test loss: 0.0719
Epoch 12 		Train Acc: 0.4259	Train loss: 0.0651	Cos: 0.992	Test Acc: 0.4357	Test loss: 0.0647
Epoch 13 		Train Acc: 0.4419	Train loss: 0.0647	Cos: 0.991	Test Acc: 0.4430	Test loss: 0.0643
Epoch 14 		Train Acc: 0.4397	Train loss: 0.0642	Cos: 0.994	Test Acc: 0.4509	Test loss: 0.0639
Epoch 15 		Train Acc: 0.4459	Train loss: 0.0637	Cos: 0.995	Test Acc: 0.4583	Test loss: 0.0635
Epoch 16 		Train Acc: 0.4462	Train loss: 0.0635	Cos: 0.993	Test Acc: 0.4692	Test loss: 0.0630
Epoch 17 		Train Acc: 0.4575	Train loss: 0.0630	Cos: 0.995	Test Acc: 0.4844	Test loss: 0.0625
Epoch 18 		Train Acc: 0.4885	Train loss: 0.0853	Cos: 0.986	Test Acc: 0.5015	Test loss: 0.0620
Epoch 19 		Train Acc: 0.4934	Train loss: 0.0620	Cos: 0.994	Test Acc: 0.5219	Test loss: 0.0615
Epoch 20 		Train Acc: 0.5200	Train loss: 0.0615	Cos: 0.993	Test Acc: 0.5418	Test loss: 0.0610
Epoch 21 		Train Acc: 0.5387	Train loss: 0.0609	Cos: 0.992	Test Acc: 0.5591	Test loss: 0.0604
Epoch 22 		Train Acc: 0.5459	Train loss: 0.0604	Cos: 0.993	Test Acc: 0.5729	Test loss: 0.0598
Epoch 23 		Train Acc: 0.5637	Train loss: 0.0600	Cos: 0.993	Test Acc: 0.5860	Test loss: 0.0591
Epoch 24 		Train Acc: 0.5794	Train loss: 0.0593	Cos: 0.994	Test Acc: 0.5990	Test loss: 0.0584
Epoch 25 		Train Acc: 0.5962	Train loss: 0.0585	Cos: 0.995	Test Acc: 0.6124	Test loss: 0.0576
Epoch 26 		Train Acc: 0.6022	Train loss: 0.0579	Cos: 0.993	Test Acc: 0.6221	Test loss: 0.0568
Epoch 27 		Train Acc: 0.6200	Train loss: 0.0573	Cos: 0.990	Test Acc: 0.6396	Test loss: 0.0560
Epoch 28 		Train Acc: 0.6306	Train loss: 0.0561	Cos: 0.997	Test Acc: 0.6514	Test loss: 0.0551
Epoch 29 		Train Acc: 0.6425	Train loss: 0.0553	Cos: 0.993	Test Acc: 0.6673	Test loss: 0.0541
Epoch 30 		Train Acc: 0.6503	Train loss: 0.0544	Cos: 0.997	Test Acc: 0.6801	Test loss: 0.0530
Epoch 31 		Train Acc: 0.6816	Train loss: 0.0530	Cos: 0.994	Test Acc: 0.6892	Test loss: 0.0519
Epoch 32 		Train Acc: 0.6831	Train loss: 0.0520	Cos: 0.993	Test Acc: 0.7014	Test loss: 0.0508
Epoch 33 		Train Acc: 0.6972	Train loss: 0.0508	Cos: 0.995	Test Acc: 0.7077	Test loss: 0.0495
Epoch 34 		Train Acc: 0.6856	Train loss: 0.0501	Cos: 0.993	Test Acc: 0.7169	Test loss: 0.0483
Epoch 35 		Train Acc: 0.7037	Train loss: 0.0483	Cos: 0.995	Test Acc: 0.7266	Test loss: 0.0470
Epoch 36 		Train Acc: 0.7188	Train loss: 0.0474	Cos: 0.996	Test Acc: 0.7273	Test loss: 0.0457
Epoch 37 		Train Acc: 0.7295	Train loss: 0.0630	Cos: 0.993	Test Acc: 0.7364	Test loss: 0.0443
Epoch 38 		Train Acc: 0.7231	Train loss: 0.0451	Cos: 0.992	Test Acc: 0.7367	Test loss: 0.0431
Epoch 39 		Train Acc: 0.7300	Train loss: 0.0433	Cos: 0.986	Test Acc: 0.7471	Test loss: 0.0417
Epoch 40 		Train Acc: 0.7428	Train loss: 0.0421	Cos: 0.992	Test Acc: 0.7576	Test loss: 0.0404
Epoch 41 		Train Acc: 0.7625	Train loss: 0.0405	Cos: 0.988	Test Acc: 0.7693	Test loss: 0.0391
Epoch 42 		Train Acc: 0.7625	Train loss: 0.0403	Cos: 0.990	Test Acc: 0.7792	Test loss: 0.0379
Epoch 43 		Train Acc: 0.7738	Train loss: 0.0379	Cos: 0.975	Test Acc: 0.7867	Test loss: 0.0365
Epoch 44 		Train Acc: 0.7778	Train loss: 0.0370	Cos: 0.989	Test Acc: 0.7904	Test loss: 0.0352
Epoch 45 		Train Acc: 0.7869	Train loss: 0.0351	Cos: 0.993	Test Acc: 0.7919	Test loss: 0.0340
Epoch 46 		Train Acc: 0.7788	Train loss: 0.0348	Cos: 0.975	Test Acc: 0.7963	Test loss: 0.0328
Epoch 47 		Train Acc: 0.7956	Train loss: 0.0328	Cos: 0.986	Test Acc: 0.7904	Test loss: 0.0316
Epoch 48 		Train Acc: 0.7841	Train loss: 0.0322	Cos: 0.971	Test Acc: 0.8066	Test loss: 0.0305
Epoch 49 		Train Acc: 0.7991	Train loss: 0.0310	Cos: 0.984	Test Acc: 0.8141	Test loss: 0.0293
Epoch 50 		Train Acc: 0.8050	Train loss: 0.0298	Cos: 0.991	Test Acc: 0.8171	Test loss: 0.0282
Epoch 51 		Train Acc: 0.8094	Train loss: 0.0289	Cos: 0.991	Test Acc: 0.8199	Test loss: 0.0272
Epoch 52 		Train Acc: 0.8128	Train loss: 0.0278	Cos: 0.987	Test Acc: 0.8243	Test loss: 0.0262
Epoch 53 		Train Acc: 0.8022	Train loss: 0.0274	Cos: 0.980	Test Acc: 0.8263	Test loss: 0.0253
Epoch 54 		Train Acc: 0.8250	Train loss: 0.0254	Cos: 0.981	Test Acc: 0.8316	Test loss: 0.0245
Epoch 55 		Train Acc: 0.8250	Train loss: 0.0255	Cos: 0.973	Test Acc: 0.8392	Test loss: 0.0236
Epoch 56 		Train Acc: 0.8317	Train loss: 0.0326	Cos: 0.982	Test Acc: 0.8401	Test loss: 0.0230
Epoch 57 		Train Acc: 0.8394	Train loss: 0.0234	Cos: 0.968	Test Acc: 0.8412	Test loss: 0.0224
Epoch 58 		Train Acc: 0.8313	Train loss: 0.0228	Cos: 0.953	Test Acc: 0.8451	Test loss: 0.0219
Epoch 59 		Train Acc: 0.8184	Train loss: 0.0229	Cos: 0.974	Test Acc: 0.8458	Test loss: 0.0216
Epoch 60 		Train Acc: 0.8375	Train loss: 0.0222	Cos: 0.961	Test Acc: 0.8473	Test loss: 0.0213
Epoch 61 		Train Acc: 0.8441	Train loss: 0.0216	Cos: 0.982	Test Acc: 0.8477	Test loss: 0.0210
Epoch 62 		Train Acc: 0.8497	Train loss: 0.0215	Cos: 0.978	Test Acc: 0.8475	Test loss: 0.0207
Epoch 63 		Train Acc: 0.8306	Train loss: 0.0222	Cos: 0.968	Test Acc: 0.8523	Test loss: 0.0203
Epoch 64 		Train Acc: 0.8372	Train loss: 0.0213	Cos: 0.963	Test Acc: 0.8600	Test loss: 0.0196
Epoch 65 		Train Acc: 0.8509	Train loss: 0.0206	Cos: 0.980	Test Acc: 0.8672	Test loss: 0.0192
Epoch 66 		Train Acc: 0.8644	Train loss: 0.0195	Cos: 0.978	Test Acc: 0.8621	Test loss: 0.0190
Epoch 67 		Train Acc: 0.8434	Train loss: 0.0209	Cos: 0.927	Test Acc: 0.8733	Test loss: 0.0180
Epoch 68 		Train Acc: 0.8716	Train loss: 0.0179	Cos: 0.984	Test Acc: 0.8592	Test loss: 0.0180
Epoch 69 		Train Acc: 0.8500	Train loss: 0.0189	Cos: 0.918	Test Acc: 0.8725	Test loss: 0.0169
Epoch 70 		Train Acc: 0.8719	Train loss: 0.0167	Cos: 0.982	Test Acc: 0.8670	Test loss: 0.0167
Epoch 71 		Train Acc: 0.8572	Train loss: 0.0172	Cos: 0.937	Test Acc: 0.8741	Test loss: 0.0163
Epoch 72 		Train Acc: 0.8647	Train loss: 0.0168	Cos: 0.933	Test Acc: 0.8809	Test loss: 0.0153
Epoch 73 		Train Acc: 0.8731	Train loss: 0.0160	Cos: 0.974	Test Acc: 0.8649	Test loss: 0.0155
Epoch 74 		Train Acc: 0.8494	Train loss: 0.0165	Cos: 0.932	Test Acc: 0.8754	Test loss: 0.0149
Epoch 75 		Train Acc: 0.8624	Train loss: 0.0215	Cos: 0.944	Test Acc: 0.8755	Test loss: 0.0145
Epoch 76 		Train Acc: 0.8766	Train loss: 0.0145	Cos: 0.953	Test Acc: 0.8677	Test loss: 0.0147
Epoch 77 		Train Acc: 0.8581	Train loss: 0.0152	Cos: 0.904	Test Acc: 0.8672	Test loss: 0.0144
Epoch 78 		Train Acc: 0.8559	Train loss: 0.0154	Cos: 0.894	Test Acc: 0.8683	Test loss: 0.0148
Epoch 79 		Train Acc: 0.8509	Train loss: 0.0163	Cos: 0.890	Test Acc: 0.8649	Test loss: 0.0149
Epoch 80 		Train Acc: 0.8597	Train loss: 0.0160	Cos: 0.923	Test Acc: 0.8527	Test loss: 0.0153
Epoch 81 		Train Acc: 0.8672	Train loss: 0.0146	Cos: 0.872	Test Acc: 0.8430	Test loss: 0.0164
Epoch 82 		Train Acc: 0.8328	Train loss: 0.0174	Cos: 0.738	Test Acc: 0.8385	Test loss: 0.0160
Epoch 83 		Train Acc: 0.8456	Train loss: 0.0163	Cos: 0.783	Test Acc: 0.8088	Test loss: 0.0180
Epoch 84 		Train Acc: 0.8000	Train loss: 0.0190	Cos: 0.736	Test Acc: 0.7990	Test loss: 0.0199
Epoch 85 		Train Acc: 0.7959	Train loss: 0.0206	Cos: 0.673	Test Acc: 0.7278	Test loss: 0.0259
Epoch 86 		Train Acc: 0.7231	Train loss: 0.0263	Cos: 0.444	Test Acc: 0.7373	Test loss: 0.0464
Epoch 87 		Train Acc: 0.7309	Train loss: 0.0487	Cos: 0.594	Test Acc: 0.6497	Test loss: 0.0681
Epoch 88 		Train Acc: 0.6450	Train loss: 0.0694	Cos: 0.398	Test Acc: 0.6386	Test loss: 0.0413
Epoch 89 		Train Acc: 0.6322	Train loss: 0.0416	Cos: 0.726	Test Acc: 0.4166	Test loss: 0.0846
Epoch 90 		Train Acc: 0.4172	Train loss: 0.0828	Cos: 0.233	Test Acc: 0.2589	Test loss: 0.1982
Epoch 91 		Train Acc: 0.2522	Train loss: 0.2020	Cos: 0.277	Test Acc: 0.2620	Test loss: 0.3936
Epoch 92 		Train Acc: 0.2591	Train loss: 0.4004	Cos: 0.612	Test Acc: 0.2915	Test loss: 0.5191
Epoch 93 		Train Acc: 0.2712	Train loss: 0.5445	Cos: 0.830	Test Acc: 0.2492	Test loss: 0.4431
Epoch 94 		Train Acc: 0.2452	Train loss: 0.5799	Cos: 0.906	Test Acc: 0.1482	Test loss: 0.2377
Epoch 95 		Train Acc: 0.1456	Train loss: 0.2310	Cos: 0.924	Test Acc: 0.2338	Test loss: 0.1010
Epoch 96 		Train Acc: 0.2219	Train loss: 0.1021	Cos: 0.982	Test Acc: 0.3789	Test loss: 0.0646
Epoch 97 		Train Acc: 0.3828	Train loss: 0.0640	Cos: 0.995	Test Acc: 0.3278	Test loss: 0.0549
Epoch 98 		Train Acc: 0.3194	Train loss: 0.0555	Cos: 0.998	Test Acc: 0.3092	Test loss: 0.0566
Epoch 99 		Train Acc: 0.3038	Train loss: 0.0568	Cos: 0.998	Test Acc: 0.2900	Test loss: 0.0591
Epoch 100		Train Acc: 0.2881	Train loss: 0.0592	Cos: 0.999	Test Acc: 0.2818	Test loss: 0.0585
Epoch 101		Train Acc: 0.2809	Train loss: 0.0590	Cos: 0.998	Test Acc: 0.3645	Test loss: 0.0562
Epoch 102		Train Acc: 0.3588	Train loss: 0.0571	Cos: 0.999	Test Acc: 0.4569	Test loss: 0.0555
Epoch 103		Train Acc: 0.4628	Train loss: 0.0553	Cos: 1.000	Test Acc: 0.4365	Test loss: 0.0563
Epoch 104		Train Acc: 0.4163	Train loss: 0.0569	Cos: 0.999	Test Acc: 0.4097	Test loss: 0.0574
Epoch 105		Train Acc: 0.4066	Train loss: 0.0574	Cos: 0.999	Test Acc: 0.4116	Test loss: 0.0574
Epoch 106		Train Acc: 0.4056	Train loss: 0.0574	Cos: 0.998	Test Acc: 0.4361	Test loss: 0.0561
Epoch 107		Train Acc: 0.4094	Train loss: 0.0573	Cos: 0.998	Test Acc: 0.4640	Test loss: 0.0544
Epoch 108		Train Acc: 0.4641	Train loss: 0.0545	Cos: 0.999	Test Acc: 0.4674	Test loss: 0.0532
Epoch 109		Train Acc: 0.4738	Train loss: 0.0531	Cos: 0.999	Test Acc: 0.4556	Test loss: 0.0527
Epoch 110		Train Acc: 0.4344	Train loss: 0.0533	Cos: 0.998	Test Acc: 0.4355	Test loss: 0.0523
Epoch 111		Train Acc: 0.4188	Train loss: 0.0534	Cos: 0.997	Test Acc: 0.4334	Test loss: 0.0512
Epoch 112		Train Acc: 0.4238	Train loss: 0.0517	Cos: 0.996	Test Acc: 0.4513	Test loss: 0.0496
Epoch 113		Train Acc: 0.4376	Train loss: 0.0681	Cos: 0.997	Test Acc: 0.4702	Test loss: 0.0481
Epoch 114		Train Acc: 0.4691	Train loss: 0.0483	Cos: 0.998	Test Acc: 0.4807	Test loss: 0.0470
Epoch 115		Train Acc: 0.4622	Train loss: 0.0478	Cos: 0.996	Test Acc: 0.4935	Test loss: 0.0459
Epoch 116		Train Acc: 0.4800	Train loss: 0.0464	Cos: 0.994	Test Acc: 0.5088	Test loss: 0.0443
Epoch 117		Train Acc: 0.4978	Train loss: 0.0447	Cos: 0.994	Test Acc: 0.5348	Test loss: 0.0423
Epoch 118		Train Acc: 0.5216	Train loss: 0.0427	Cos: 0.996	Test Acc: 0.5566	Test loss: 0.0406
Epoch 119		Train Acc: 0.5428	Train loss: 0.0415	Cos: 0.997	Test Acc: 0.5865	Test loss: 0.0392
Epoch 120		Train Acc: 0.5753	Train loss: 0.0400	Cos: 0.996	Test Acc: 0.6168	Test loss: 0.0379
Epoch 121		Train Acc: 0.6016	Train loss: 0.0388	Cos: 0.992	Test Acc: 0.6538	Test loss: 0.0365
Epoch 122		Train Acc: 0.6369	Train loss: 0.0378	Cos: 0.992	Test Acc: 0.6898	Test loss: 0.0347
Epoch 123		Train Acc: 0.6606	Train loss: 0.0365	Cos: 0.993	Test Acc: 0.7076	Test loss: 0.0328
Epoch 124		Train Acc: 0.6969	Train loss: 0.0333	Cos: 0.994	Test Acc: 0.7110	Test loss: 0.0312
Epoch 125		Train Acc: 0.7037	Train loss: 0.0318	Cos: 0.997	Test Acc: 0.7070	Test loss: 0.0303
Epoch 126		Train Acc: 0.6931	Train loss: 0.0306	Cos: 0.995	Test Acc: 0.7011	Test loss: 0.0297
Epoch 127		Train Acc: 0.6850	Train loss: 0.0299	Cos: 0.988	Test Acc: 0.7042	Test loss: 0.0288
Epoch 128		Train Acc: 0.6859	Train loss: 0.0301	Cos: 0.985	Test Acc: 0.7129	Test loss: 0.0275
Epoch 129		Train Acc: 0.6866	Train loss: 0.0291	Cos: 0.991	Test Acc: 0.7280	Test loss: 0.0262
Epoch 130		Train Acc: 0.7153	Train loss: 0.0262	Cos: 0.996	Test Acc: 0.7361	Test loss: 0.0253
Epoch 131		Train Acc: 0.7219	Train loss: 0.0265	Cos: 0.991	Test Acc: 0.7416	Test loss: 0.0247
Epoch 132		Train Acc: 0.7235	Train loss: 0.0354	Cos: 0.987	Test Acc: 0.7530	Test loss: 0.0241
Epoch 133		Train Acc: 0.7328	Train loss: 0.0250	Cos: 0.987	Test Acc: 0.7620	Test loss: 0.0235
Epoch 134		Train Acc: 0.7562	Train loss: 0.0244	Cos: 0.987	Test Acc: 0.7716	Test loss: 0.0228
Epoch 135		Train Acc: 0.7566	Train loss: 0.0232	Cos: 0.991	Test Acc: 0.7791	Test loss: 0.0221
Epoch 136		Train Acc: 0.7675	Train loss: 0.0224	Cos: 0.993	Test Acc: 0.7819	Test loss: 0.0215
Epoch 137		Train Acc: 0.7672	Train loss: 0.0224	Cos: 0.994	Test Acc: 0.7790	Test loss: 0.0212
Epoch 138		Train Acc: 0.7659	Train loss: 0.0230	Cos: 0.993	Test Acc: 0.7810	Test loss: 0.0211
Epoch 139		Train Acc: 0.7588	Train loss: 0.0225	Cos: 0.986	Test Acc: 0.7902	Test loss: 0.0207
Epoch 140		Train Acc: 0.7678	Train loss: 0.0219	Cos: 0.990	Test Acc: 0.8008	Test loss: 0.0201
Epoch 141		Train Acc: 0.8031	Train loss: 0.0197	Cos: 0.993	Test Acc: 0.8084	Test loss: 0.0197
Epoch 142		Train Acc: 0.7984	Train loss: 0.0197	Cos: 0.994	Test Acc: 0.8079	Test loss: 0.0194
Epoch 143		Train Acc: 0.7925	Train loss: 0.0207	Cos: 0.989	Test Acc: 0.8127	Test loss: 0.0191
Epoch 144		Train Acc: 0.7987	Train loss: 0.0208	Cos: 0.985	Test Acc: 0.8185	Test loss: 0.0188
Epoch 145		Train Acc: 0.8047	Train loss: 0.0194	Cos: 0.993	Test Acc: 0.8181	Test loss: 0.0188
Epoch 146		Train Acc: 0.8159	Train loss: 0.0186	Cos: 0.989	Test Acc: 0.8140	Test loss: 0.0186
Epoch 147		Train Acc: 0.8134	Train loss: 0.0189	Cos: 0.978	Test Acc: 0.8256	Test loss: 0.0181
Epoch 148		Train Acc: 0.8216	Train loss: 0.0170	Cos: 0.989	Test Acc: 0.8302	Test loss: 0.0176
Epoch 149		Train Acc: 0.8275	Train loss: 0.0167	Cos: 0.995	Test Acc: 0.8262	Test loss: 0.0177
Epoch 150		Train Acc: 0.8106	Train loss: 0.0190	Cos: 0.980	Test Acc: 0.8271	Test loss: 0.0176
Epoch 151		Train Acc: 0.8121	Train loss: 0.0248	Cos: 0.966	Test Acc: 0.8431	Test loss: 0.0169
Epoch 152		Train Acc: 0.8206	Train loss: 0.0186	Cos: 0.986	Test Acc: 0.8474	Test loss: 0.0165
Epoch 153		Train Acc: 0.8256	Train loss: 0.0174	Cos: 0.985	Test Acc: 0.8402	Test loss: 0.0164
Epoch 154		Train Acc: 0.8191	Train loss: 0.0177	Cos: 0.974	Test Acc: 0.8474	Test loss: 0.0159
Epoch 155		Train Acc: 0.8400	Train loss: 0.0165	Cos: 0.985	Test Acc: 0.8525	Test loss: 0.0154
Epoch 156		Train Acc: 0.8512	Train loss: 0.0155	Cos: 0.993	Test Acc: 0.8469	Test loss: 0.0155
Epoch 157		Train Acc: 0.8413	Train loss: 0.0155	Cos: 0.985	Test Acc: 0.8443	Test loss: 0.0155
Epoch 158		Train Acc: 0.8325	Train loss: 0.0156	Cos: 0.972	Test Acc: 0.8589	Test loss: 0.0148
Epoch 159		Train Acc: 0.8581	Train loss: 0.0150	Cos: 0.993	Test Acc: 0.8686	Test loss: 0.0143
Epoch 160		Train Acc: 0.8600	Train loss: 0.0145	Cos: 0.992	Test Acc: 0.8629	Test loss: 0.0144
Epoch 161		Train Acc: 0.8522	Train loss: 0.0158	Cos: 0.981	Test Acc: 0.8632	Test loss: 0.0142
Epoch 162		Train Acc: 0.8497	Train loss: 0.0156	Cos: 0.975	Test Acc: 0.8709	Test loss: 0.0135
Epoch 163		Train Acc: 0.8678	Train loss: 0.0141	Cos: 0.992	Test Acc: 0.8770	Test loss: 0.0133
Epoch 164		Train Acc: 0.8653	Train loss: 0.0148	Cos: 0.990	Test Acc: 0.8737	Test loss: 0.0134
Epoch 165		Train Acc: 0.8619	Train loss: 0.0143	Cos: 0.983	Test Acc: 0.8728	Test loss: 0.0132
Epoch 166		Train Acc: 0.8603	Train loss: 0.0147	Cos: 0.981	Test Acc: 0.8783	Test loss: 0.0127
Epoch 167		Train Acc: 0.8694	Train loss: 0.0134	Cos: 0.989	Test Acc: 0.8820	Test loss: 0.0125
Epoch 168		Train Acc: 0.8847	Train loss: 0.0121	Cos: 0.992	Test Acc: 0.8785	Test loss: 0.0126
Epoch 169		Train Acc: 0.8725	Train loss: 0.0127	Cos: 0.972	Test Acc: 0.8834	Test loss: 0.0123
Epoch 170		Train Acc: 0.8939	Train loss: 0.0161	Cos: 0.988	Test Acc: 0.8903	Test loss: 0.0119
Epoch 171		Train Acc: 0.8909	Train loss: 0.0122	Cos: 0.993	Test Acc: 0.8884	Test loss: 0.0119
Epoch 172		Train Acc: 0.8797	Train loss: 0.0127	Cos: 0.990	Test Acc: 0.8841	Test loss: 0.0120
Epoch 173		Train Acc: 0.8675	Train loss: 0.0129	Cos: 0.979	Test Acc: 0.8866	Test loss: 0.0116
Epoch 174		Train Acc: 0.8781	Train loss: 0.0119	Cos: 0.991	Test Acc: 0.8918	Test loss: 0.0112
Epoch 175		Train Acc: 0.8866	Train loss: 0.0122	Cos: 0.996	Test Acc: 0.8939	Test loss: 0.0111
Epoch 176		Train Acc: 0.8888	Train loss: 0.0120	Cos: 0.994	Test Acc: 0.8884	Test loss: 0.0113
Epoch 177		Train Acc: 0.8747	Train loss: 0.0118	Cos: 0.980	Test Acc: 0.8894	Test loss: 0.0112
Epoch 178		Train Acc: 0.8822	Train loss: 0.0115	Cos: 0.978	Test Acc: 0.8975	Test loss: 0.0107
Epoch 179		Train Acc: 0.8878	Train loss: 0.0116	Cos: 0.996	Test Acc: 0.9015	Test loss: 0.0104
Epoch 180		Train Acc: 0.8969	Train loss: 0.0113	Cos: 0.995	Test Acc: 0.9009	Test loss: 0.0105
Epoch 181		Train Acc: 0.8831	Train loss: 0.0112	Cos: 0.988	Test Acc: 0.9001	Test loss: 0.0105
Epoch 182		Train Acc: 0.9031	Train loss: 0.0108	Cos: 0.982	Test Acc: 0.9064	Test loss: 0.0101
Epoch 183		Train Acc: 0.8975	Train loss: 0.0106	Cos: 0.994	Test Acc: 0.9071	Test loss: 0.0100
Epoch 184		Train Acc: 0.8947	Train loss: 0.0109	Cos: 0.994	Test Acc: 0.9027	Test loss: 0.0100
Epoch 185		Train Acc: 0.8988	Train loss: 0.0109	Cos: 0.983	Test Acc: 0.9045	Test loss: 0.0099
Epoch 186		Train Acc: 0.9059	Train loss: 0.0103	Cos: 0.985	Test Acc: 0.9070	Test loss: 0.0097
Epoch 187		Train Acc: 0.9009	Train loss: 0.0102	Cos: 0.994	Test Acc: 0.9093	Test loss: 0.0097
Epoch 188		Train Acc: 0.9062	Train loss: 0.0101	Cos: 0.990	Test Acc: 0.9078	Test loss: 0.0097
Epoch 189		Train Acc: 0.9109	Train loss: 0.0133	Cos: 0.993	Test Acc: 0.9093	Test loss: 0.0097
Epoch 190		Train Acc: 0.9003	Train loss: 0.0104	Cos: 0.986	Test Acc: 0.9117	Test loss: 0.0095
Epoch 191		Train Acc: 0.9044	Train loss: 0.0102	Cos: 0.990	Test Acc: 0.9140	Test loss: 0.0093
Epoch 192		Train Acc: 0.9066	Train loss: 0.0103	Cos: 0.994	Test Acc: 0.9153	Test loss: 0.0091
Epoch 193		Train Acc: 0.9078	Train loss: 0.0096	Cos: 0.994	Test Acc: 0.9160	Test loss: 0.0090
Epoch 194		Train Acc: 0.9144	Train loss: 0.0093	Cos: 0.995	Test Acc: 0.9178	Test loss: 0.0088
Epoch 195		Train Acc: 0.9137	Train loss: 0.0094	Cos: 0.995	Test Acc: 0.9177	Test loss: 0.0087
Epoch 196		Train Acc: 0.9187	Train loss: 0.0093	Cos: 0.995	Test Acc: 0.9173	Test loss: 0.0086
Epoch 197		Train Acc: 0.9081	Train loss: 0.0098	Cos: 0.993	Test Acc: 0.9183	Test loss: 0.0086
Epoch 198		Train Acc: 0.9147	Train loss: 0.0092	Cos: 0.990	Test Acc: 0.9173	Test loss: 0.0085
Epoch 199		Train Acc: 0.9225	Train loss: 0.0089	Cos: 0.998	Test Acc: 0.9199	Test loss: 0.0085
Epoch 200		Train Acc: 0.9150	Train loss: 0.0091	Cos: 0.993	Test Acc: 0.9203	Test loss: 0.0085
Epoch 201		Train Acc: 0.9209	Train loss: 0.0093	Cos: 0.996	Test Acc: 0.9220	Test loss: 0.0084
Epoch 202		Train Acc: 0.9109	Train loss: 0.0090	Cos: 0.988	Test Acc: 0.9211	Test loss: 0.0083
Epoch 203		Train Acc: 0.9169	Train loss: 0.0094	Cos: 0.992	Test Acc: 0.9218	Test loss: 0.0082
Epoch 204		Train Acc: 0.9147	Train loss: 0.0089	Cos: 0.992	Test Acc: 0.9226	Test loss: 0.0081
Epoch 205		Train Acc: 0.9172	Train loss: 0.0085	Cos: 0.992	Test Acc: 0.9228	Test loss: 0.0081
Epoch 206		Train Acc: 0.9222	Train loss: 0.0085	Cos: 0.993	Test Acc: 0.9223	Test loss: 0.0081
Epoch 207		Train Acc: 0.9166	Train loss: 0.0084	Cos: 0.993	Test Acc: 0.9231	Test loss: 0.0080
Epoch 208		Train Acc: 0.9174	Train loss: 0.0118	Cos: 0.986	Test Acc: 0.9251	Test loss: 0.0079
